date,flights,stands,stage,runtime_sec,warning_flag,fallback_used,n_var,n_eq,n_ineq,max_iter,tol
2023-05-20,11,119,stage1,90.65453470905777,True,True,3927,11,12061,10,1e-06
2023-05-20,11,119,stage2,255.3329950000625,False,False,5236,11,17297,10,1e-06
