aircraft_type,aircraft_class,stand_id,pier,contact_remote,stand_icao_code,allow_hard,allow_soft,penalty_tier,reason,special_tag,stand_attribute
333,unknown,301,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,302,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,303,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,304,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,305,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,306,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,307,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,308,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,309,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,310,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,311,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,312,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,313,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,314,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,315,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,316,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,317,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,318,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,319,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,320,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,321,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,322,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,323,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,324,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,325,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,326,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,327,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,328,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,329,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,330,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,331,T3C,contact,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,332,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,333,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,334,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,351,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,352,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,353,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,354,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,355,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,356,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,357,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,358,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,359,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,360,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,361,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,371,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,372,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,373,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,381,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,382,T3C,remote,C,0,1,medium,Unknown type: conservative allow on C/D,,domestic
333,unknown,401,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,402,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,403,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,404,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,405,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,406,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,407,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,408,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,409,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,410,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,411,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,412,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,413,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,451,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,452,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,453,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,454,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,455,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,456,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,457,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,458,T3D,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,459,T3D,remote,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,460,T3D,remote,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,461,T3D,remote,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,462,T3D,remote,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,463,T3D,remote,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,464,T3D,remote,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,465,T3D,remote,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,466,T3D,remote,E,0,0,forbid,Unknown type on E/F not allowed by default,,domestic
333,unknown,501,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,502,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,503,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,504,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,505,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,506,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,507,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,508,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,509,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,510,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,511,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,512,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,513,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,514,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,515,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,516,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,517,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,518,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,519,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,520,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,international
333,unknown,521,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,international
333,unknown,522,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,international
333,unknown,523,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,international
333,unknown,524,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,international
333,unknown,525,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,international
333,unknown,526,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,international
333,unknown,527,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,international
333,unknown,528,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,international
333,unknown,529,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,international
333,unknown,530,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,international
333,unknown,531,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,international
333,unknown,532,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,international
333,unknown,533,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,international
333,unknown,534,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,international
333,unknown,535,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,international
333,unknown,536,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,international
333,unknown,537,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,538,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,539,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,540,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,541,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,542,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,543,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,544,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,545,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,546,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,547,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,548,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,549,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,550,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,551,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,552,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,553,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,554,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,555,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,556,T3E,contact,E,0,0,forbid,Unknown type on E/F not allowed by default,,mixed
333,unknown,560,T3E,remote,F,0,0,forbid,Unknown type on E/F not allowed by default,A380/B747-8 capable,international
333,unknown,561,T3E,remote,F,0,0,forbid,Unknown type on E/F not allowed by default,A380/B747-8 capable,international
333,unknown,562,T3E,remote,F,0,0,forbid,Unknown type on E/F not allowed by default,A380/B747-8 capable,international
333,unknown,563,T3E,remote,F,0,0,forbid,Unknown type on E/F not allowed by default,A380/B747-8 capable,international
333,unknown,564,T3E,remote,F,0,0,forbid,Unknown type on E/F not allowed by default,A380/B747-8 capable,international
333,unknown,565,T3E,remote,F,0,0,forbid,Unknown type on E/F not allowed by default,A380/B747-8 capable,international
A20N,narrow,301,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,302,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,303,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,304,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,305,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,306,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,307,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,308,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,309,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,310,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,311,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,312,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,313,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,314,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,315,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,316,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,317,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,318,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,319,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,320,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,321,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,322,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,323,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,324,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,325,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,326,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,327,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,328,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,329,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,330,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,331,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,332,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,333,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,334,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,351,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,352,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,353,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,354,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,355,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,356,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,357,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,358,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,359,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,360,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,361,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,371,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,372,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,373,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,381,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,382,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A20N,narrow,401,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,402,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,403,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,404,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,405,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,406,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,407,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,408,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,409,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,410,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,411,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,412,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,413,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,451,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,452,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,453,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,454,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,455,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,456,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,457,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,458,T3D,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,459,T3D,remote,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,460,T3D,remote,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,461,T3D,remote,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,462,T3D,remote,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,463,T3D,remote,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,464,T3D,remote,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,465,T3D,remote,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,466,T3D,remote,E,0,1,medium,Narrow on E/F stand (observed in data),,domestic
A20N,narrow,501,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,502,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,503,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,504,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,505,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,506,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,507,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,508,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,509,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,510,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,511,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,512,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,513,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,514,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,515,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,516,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,517,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,518,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,519,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,520,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,international
A20N,narrow,521,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,international
A20N,narrow,522,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,international
A20N,narrow,523,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,international
A20N,narrow,524,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,international
A20N,narrow,525,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,international
A20N,narrow,526,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,international
A20N,narrow,527,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,international
A20N,narrow,528,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,international
A20N,narrow,529,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,international
A20N,narrow,530,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,international
A20N,narrow,531,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,international
A20N,narrow,532,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,international
A20N,narrow,533,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,international
A20N,narrow,534,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,international
A20N,narrow,535,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,international
A20N,narrow,536,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,international
A20N,narrow,537,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,538,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,539,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,540,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,541,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,542,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,543,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,544,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,545,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,546,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,547,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,548,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,549,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,550,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,551,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,552,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,553,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,554,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,555,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,556,T3E,contact,E,0,1,medium,Narrow on E/F stand (observed in data),,mixed
A20N,narrow,560,T3E,remote,F,0,1,medium,Narrow on E/F stand (observed in data),A380/B747-8 capable,international
A20N,narrow,561,T3E,remote,F,0,1,medium,Narrow on E/F stand (observed in data),A380/B747-8 capable,international
A20N,narrow,562,T3E,remote,F,0,1,medium,Narrow on E/F stand (observed in data),A380/B747-8 capable,international
A20N,narrow,563,T3E,remote,F,0,1,medium,Narrow on E/F stand (observed in data),A380/B747-8 capable,international
A20N,narrow,564,T3E,remote,F,0,1,medium,Narrow on E/F stand (observed in data),A380/B747-8 capable,international
A20N,narrow,565,T3E,remote,F,0,1,medium,Narrow on E/F stand (observed in data),A380/B747-8 capable,international
A21N,narrow,301,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,302,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,303,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,304,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,305,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,306,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,307,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,308,T3C,remote,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,309,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,310,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,311,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,312,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,313,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,314,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,315,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,316,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,317,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,318,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,319,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,320,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,321,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,322,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,323,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,324,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,325,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,326,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,327,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,328,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,329,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,330,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
A21N,narrow,331,T3C,contact,C,1,0,none,Narrow on C stand,,domestic
